City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
127,gadzhiyevo,69.2551,33.3362,8.74,95,100,5.6,RU,1729541897
128,spring,30.0799,-95.4172,30.14,44,20,2.06,US,1729541898
129,mahajanga,-15.7167,46.3167,28.01,47,20,2.57,MG,1729541899
130,la'ie,21.6477,-157.9253,28.66,70,46,3.13,US,1729541900
131,labrador city,52.9463,-66.9114,1.95,78,75,30.85,CA,1729541901
132,kuybyshevo,47.8123,38.9073,7.97,67,5,2.79,RU,1729541902
133,sao joao da barra,-21.6403,-41.0511,25.05,89,74,7.13,BR,1729541903
134,jabor,5.921,169.6434,28.98,70,94,6.01,MH,1729541904
135,kruisfontein,-34.0033,24.7314,13.28,98,100,7.94,ZA,1729541905
136,avarua,-21.2078,-159.775,26.03,94,75,2.57,CK,1729541716
137,ciudad dario,12.7314,-86.124,26.52,85,94,1.86,NI,1729541908
138,diffa,13.3154,12.6113,31.3,39,100,2.76,NE,1729541909
139,caleta de carquin,-11.0925,-77.6267,20.51,75,19,4.72,PE,1729541910
140,graulhet,43.7669,1.9894,18.16,85,89,1.92,FR,1729541679
141,puerto armuelles,8.2833,-82.8667,25.61,80,99,0.45,PA,1729541913
142,minab,27.1467,57.0801,28.64,66,0,2.48,IR,1729541914
143,st. john's,47.5649,-52.7093,12.76,92,40,9.26,CA,1729541917
144,bethanie,-26.4833,17.15,18.48,20,0,4.31,NA,1729541918
145,severomorsk,69.0689,33.4162,9.03,95,100,5.52,RU,1729541789
146,kapa'a,22.0752,-159.319,28.18,72,0,4.63,US,1729541920
147,usinsk,65.9939,57.5281,1.61,94,100,5.1,RU,1729541717
148,puerto baquerizo moreno,-0.9,-89.6,24.55,69,40,8.23,EC,1729541922
149,pisco,-13.7,-76.2167,22.03,64,0,7.2,PE,1729541923
150,ola,59.5833,151.2833,-5.98,58,99,2.92,RU,1729541924
151,mili,6.0815,171.735,28.97,72,100,6.27,MH,1729541925
152,merizo village,13.2658,144.6691,26.31,94,100,3.48,GU,1729541927
153,international falls,48.6011,-93.411,21.75,53,20,3.09,US,1729541928
154,katsuren-haebaru,26.3369,127.8719,27.43,87,0,4.12,JP,1729541929
155,yankton,42.8711,-97.3973,27.29,36,0,9.77,US,1729541930
156,hadibu,12.65,54.0333,26.86,81,100,1.31,YE,1729541931
157,dudinka,69.4058,86.1778,-19.68,97,83,5.15,RU,1729541932
158,nizhnesortymskiy,62.4397,71.7603,-0.92,81,95,5.61,RU,1729541836
159,saipan,15.1355,145.701,26.39,89,75,2.06,MP,1729541934
160,vila velha,-20.3297,-40.2925,24.97,83,40,3.09,BR,1729541935
161,howard springs,-12.497,131.047,25.95,95,55,0.35,AU,1729541936
162,karratha,-20.7377,116.8463,24.83,59,0,4.19,AU,1729541938
163,uturoa,-16.7333,-151.4333,26.57,81,6,5.99,PF,1729541939
164,zalingei,12.9096,23.4741,25.47,20,34,2.06,SD,1729541940
165,yeppoon,-23.1333,150.7333,21.5,77,32,3.53,AU,1729541941
166,salihli,38.4826,28.1477,11.51,59,0,1.0,TR,1729541942
167,suntar,62.1444,117.6319,-11.36,90,100,2.92,RU,1729541938
168,freetown,8.484,-13.2299,26.58,84,92,2.15,SL,1729541944
169,nantucket,41.2835,-70.0995,20.06,60,0,6.69,US,1729541920
170,vilhena,-12.7406,-60.1458,32.12,43,40,3.6,BR,1729541719
171,villa bruzual,9.3328,-69.1208,31.03,64,95,1.33,VE,1729541847
172,atafu village,-8.5421,-172.5159,28.34,71,7,6.79,TK,1729541949
173,roma,43.2128,-75.4557,24.27,43,0,4.12,US,1729541950
174,waingapu,-9.6567,120.2641,25.83,79,5,1.5,ID,1729541951
175,qaqortoq,60.7167,-46.0333,0.91,91,100,5.6,GL,1729541952
176,wailua homesteads,22.0669,-159.378,27.44,73,0,4.63,US,1729541953
177,east london,-33.0153,27.9116,17.64,91,100,8.72,ZA,1729541954
178,hawaiian paradise park,19.5933,-154.9731,27.16,77,0,1.54,US,1729541955
179,palmer,42.1584,-72.3287,26.91,32,5,0.45,US,1729541761
180,alice springs,-23.7,133.8833,13.75,44,0,3.6,AU,1729541958
181,hermanus,-34.4187,19.2345,15.45,86,1,6.05,ZA,1729541959
182,kodinsk,58.6881,99.1844,0.85,98,100,3.0,RU,1729541960
183,singkil,-7.9855,111.4161,23.56,92,74,2.33,ID,1729541961
184,shchuchyn,53.6014,24.7465,8.31,60,100,3.53,BY,1729541962
185,ibarreta,-25.2144,-59.8585,34.84,36,95,0.92,AR,1729541963
186,timmins,48.4669,-81.3331,10.9,82,75,4.63,CA,1729541964
187,udachny,66.4167,112.4,-27.58,100,98,1.77,RU,1729541965
188,sinop,41.7711,34.8709,7.05,96,100,3.28,TR,1729541966
189,chonchi,-42.6128,-73.8092,13.95,74,98,0.4,CL,1729541819
190,berkovitsa,43.2361,23.1258,8.37,67,0,0.87,BG,1729541969
191,tashir,41.1207,44.2846,1.36,97,97,0.04,AM,1729541970
192,lubango,-14.9172,13.4925,17.81,55,0,1.21,AO,1729541971
193,sisimiut,66.9395,-53.6735,-1.52,67,100,7.51,GL,1729541972
194,santa ana,33.7456,-117.8678,31.82,24,20,4.12,US,1729541716
195,gunjur,13.2019,-16.7339,27.04,89,0,2.57,GM,1729541974
196,punta del este,-34.9667,-54.95,30.06,86,20,3.6,UY,1729541975
197,zaigrayevo,51.8336,108.2703,-3.45,57,100,1.31,RU,1729541977
198,saint-philippe,-21.3585,55.7679,22.48,87,38,5.07,RE,1729541979
199,nemuro,43.3236,145.575,15.04,76,100,8.46,JP,1729541980
200,guerrero negro,27.9769,-114.0611,29.37,32,0,3.5,MX,1729541981
201,dedovichi,57.5517,29.9502,9.82,55,100,5.81,RU,1729541983
202,rioblanco,3.5308,-75.6806,19.87,76,98,1.28,CO,1729541985
203,tiksi,71.6872,128.8694,-15.56,99,100,2.1,RU,1729541986
204,aleg,17.0481,-13.9209,36.34,11,20,4.57,MR,1729541987
205,banda aceh,5.5577,95.3222,26.08,82,85,4.55,ID,1729541989
206,carnarvon,-24.8667,113.6333,18.19,69,0,11.72,AU,1729541990
207,juegang,32.3174,121.1855,17.91,93,99,4.7,CN,1729541992
208,pionerskiy,54.9508,20.2275,12.91,91,100,5.33,RU,1729541993
209,cumberland,35.0502,-78.8664,26.38,35,0,2.06,US,1729541994
210,altai,46.3722,96.2583,-1.86,36,10,3.61,MN,1729541995
211,el granada,37.5027,-122.4694,21.91,67,0,5.66,US,1729541996
212,harper,4.375,-7.7169,25.3,88,79,3.99,LR,1729541997
213,ust'-kut,56.7938,105.7672,0.19,97,100,3.61,RU,1729541999
214,alaghsas,17.0187,8.0168,33.74,20,3,3.81,NE,1729542000
215,vorgashor,67.5833,63.95,-1.22,97,100,2.32,RU,1729542001
216,puerto deseado,-47.7503,-65.8938,12.91,50,0,9.21,AR,1729542002
217,ilulissat,69.2167,-51.1,-3.99,58,100,11.83,GL,1729542003
218,cidade velha,14.9167,-23.6167,27.26,78,36,5.14,CV,1729542005
219,playa vicente,17.8333,-95.8167,25.52,86,100,5.62,MX,1729542006
220,omaruru,-21.4333,15.9333,17.91,24,0,1.78,NA,1729542007
221,ghadamis,30.1337,9.5007,23.77,42,92,4.81,LY,1729542009
222,ulldecona,40.5973,0.4472,17.08,87,17,1.89,ES,1729542011
223,umm kaddadah,13.6017,26.6876,30.62,17,100,5.64,SD,1729542012
224,robit,12.0167,39.6333,19.56,80,60,1.27,ET,1729542013
225,rouissat,31.9243,5.3502,22.04,46,20,4.12,DZ,1729541951
226,basoko,1.2391,23.616,22.54,95,37,0.57,CD,1729542015
227,glace bay,46.1969,-59.957,17.16,66,75,0.89,CA,1729542017
228,pimentel,-6.8367,-79.9342,22.16,64,0,9.26,PE,1729542018
229,horn,51.8715,8.9451,13.21,96,84,2.03,DE,1729542019
230,vidyayevo,69.3191,32.8049,8.18,95,100,4.9,RU,1729542020
231,taulaga,-11.0553,-171.0883,27.33,80,47,6.61,AS,1729542021
232,outjo,-20.1167,16.15,20.46,14,0,4.22,NA,1729542023
233,el chorrillo,-33.2909,-66.268,22.88,38,71,6.75,AR,1729542024
234,dourados,-22.2211,-54.8056,27.93,58,40,4.79,BR,1729542025
235,fort mcmurray,56.7268,-111.381,-2.27,86,100,6.17,CA,1729542026
236,hammerfest,70.6634,23.6821,10.25,76,75,1.03,NO,1729542027
237,sola,-13.8833,167.55,25.8,63,97,6.07,VU,1729542028
238,atmore,31.0238,-87.4939,28.14,30,0,3.16,US,1729542029
239,lerwick,60.1545,-1.1494,10.25,89,100,13.34,GB,1729542030
240,samthar,25.85,78.9167,26.95,36,8,0.89,IN,1729542032
241,mata-utu,-13.2816,-176.1745,27.77,78,13,5.98,WF,1729542033
242,alo,6.5486,4.2686,26.02,88,100,2.89,NG,1729542035
243,kyshtovka,56.555,76.6271,2.46,84,100,3.77,RU,1729542037
244,dolisie,-4.1997,12.6739,23.51,86,36,2.38,CG,1729542039
245,lata,40.1629,-8.3327,14.46,99,100,1.44,PT,1729542040
246,bonthe,7.5264,-12.505,26.45,87,98,2.93,SL,1729542041
247,klyuchi,52.2667,79.1667,3.83,95,38,3.27,RU,1729542042
248,stettler,52.3168,-112.7186,0.43,68,100,7.25,CA,1729542043
249,miranda,3.2499,-76.2281,26.74,63,61,0.17,CO,1729542044
250,utrik,11.2278,169.8474,27.75,79,100,7.77,MH,1729542045
251,santa cruz,-17.8,-63.1667,33.7,52,20,6.69,BO,1729541856
252,taltal,-25.4,-70.4833,16.84,70,28,3.2,CL,1729541783
253,miyako,39.6367,141.9525,11.4,84,98,2.46,JP,1729542049
254,bandarbeyla,9.4942,50.8122,26.13,88,2,4.99,SO,1729542050
255,lepsy,46.235,78.9456,12.44,34,100,4.13,KZ,1729542051
256,codajas,-3.8367,-62.0569,37.7,31,97,2.55,BR,1729542052
257,datong,40.0936,113.2914,3.73,59,100,1.49,CN,1729541877
258,dampit,-8.2116,112.7493,21.43,95,100,1.33,ID,1729542054
259,hilo,19.7297,-155.09,27.28,75,0,1.79,US,1729542055
260,iskateley,67.6803,53.1512,4.4,96,100,4.61,RU,1729542056
261,giridih,24.1833,86.3,22.88,69,0,1.75,IN,1729542057
262,lompoc,34.6391,-120.4579,22.85,43,0,7.72,US,1729542058
263,whitehorse,60.7161,-135.0538,-7.57,86,75,7.2,CA,1729541791
264,touros,-5.1989,-35.4608,25.49,73,38,6.5,BR,1729542061
265,fada,7.25,4.0667,23.8,98,100,1.6,NG,1729542063
266,sebastopol,44.6,33.5333,11.64,61,0,3.16,UA,1729542064
267,okhotsk,59.3833,143.3,-11.23,74,0,7.47,RU,1729542065
268,qarauyl,48.9451,79.255,7.43,51,99,3.6,KZ,1729542067
269,sleaford,52.9983,-0.4094,11.34,88,100,4.63,GB,1729542152
270,adrar,20.5022,-10.0711,29.6,15,100,4.39,MR,1729542153
271,castillos,-34.1667,-53.8333,28.08,64,0,2.21,UY,1729542154
272,petropavlovsk-kamchatsky,53.0452,158.6483,2.33,60,75,3.0,RU,1729542155
273,pacific grove,36.6177,-121.9166,23.01,78,0,3.58,US,1729542156
274,north haven,41.3909,-72.8595,27.17,35,0,3.09,US,1729542051
275,fredericton,45.9454,-66.6656,20.58,52,0,5.14,CA,1729542159
276,faranah,10.0404,-10.7434,24.04,85,86,1.1,GN,1729542160
277,negombo,7.2083,79.8358,26.03,100,100,1.54,LK,1729542161
278,barcelos,41.5388,-8.6151,15.43,92,78,1.32,PT,1729542162
279,nablus,32.2211,35.2544,13.81,51,0,3.72,PS,1729542163
280,ebon,4.582,168.6964,28.06,74,68,5.75,MH,1729542164
281,pico truncado,-46.7949,-67.9573,23.24,19,27,12.22,AR,1729542165
282,bartica,6.4,-58.6167,28.21,90,100,1.83,GY,1729542166
283,york beach,43.1717,-70.6089,27.08,47,27,4.47,US,1729542105
284,san antonio de pale,-1.4014,5.6325,25.17,76,14,3.84,GQ,1729542169
285,firuzabad,28.8438,52.5707,17.89,27,0,2.56,IR,1729542170
286,arraial do cabo,-22.9661,-42.0278,24.92,83,40,7.2,BR,1729542171
287,amga,60.8953,131.9608,-21.65,100,100,0.56,RU,1729542172
288,sao vicente,-23.9631,-46.3919,23.98,34,75,4.12,BR,1729541928
289,alofi,-19.0595,-169.9187,25.94,83,75,2.06,NU,1729541901
290,tumayr,25.7039,45.868,22.33,18,5,4.43,SA,1729542176
291,auckland,-36.8667,174.7667,16.75,78,40,5.14,NZ,1729542151
292,alotau,-10.3069,150.4462,23.43,94,90,1.46,PG,1729542178
293,eyl,7.9803,49.8164,26.56,82,3,6.32,SO,1729542179
294,beylikova,39.6869,31.2056,7.27,67,0,1.55,TR,1729542180
295,guanica,17.9716,-66.908,30.02,64,75,6.89,PR,1729542181
296,khuzdar,27.7384,66.6434,20.37,24,0,0.82,PK,1729542182
297,ciamis,-7.3257,108.3534,22.9,95,92,0.27,ID,1729542077
298,valparaiso,-33.0393,-71.6273,23.13,52,0,5.14,CL,1729541917
299,sikonge,-5.6333,32.7667,23.61,55,40,1.85,TZ,1729542186
300,kyabe,9.4515,18.9449,25.72,74,6,1.45,TD,1729542187
301,khandyga,62.6667,135.6,-17.85,98,96,0.97,RU,1729542188
302,gokwe,-18.2048,28.9349,23.43,31,2,2.64,ZW,1729542190
303,new norfolk,-42.7826,147.0587,13.17,81,100,1.63,AU,1729542191
304,rostov-na-donu,47.2364,39.7139,9.27,68,91,1.69,RU,1729542192
305,fenoarivo be,-18.4333,46.5667,20.58,70,39,4.15,MG,1729542194
306,acapulco de juarez,16.8634,-99.8901,31.9,66,75,3.09,MX,1729542195
307,arquitecto tomas romero pereira,-26.4833,-55.25,26.98,63,99,1.03,PY,1729542196
308,aldan,58.6031,125.3894,-14.74,94,75,2.89,RU,1729542197
309,siguiri,11.6667,-9.5,27.6,62,100,0.22,GN,1729542198
310,geltendorf,48.1333,11.0333,10.66,95,40,0.51,DE,1729542200
311,ambodifotatra,-16.9833,49.85,24.44,78,3,8.17,MG,1729542201
312,bamboo flat,11.7,92.7167,26.67,79,89,6.16,IN,1729542202
313,taoudenni,22.6783,-3.9836,27.25,18,0,4.36,ML,1729542203
314,mana,5.6592,-53.7767,28.8,74,100,7.67,GF,1729542204
315,alexandria,31.2156,29.9553,23.02,54,0,5.15,EG,1729542205
316,colonia,50.9333,6.95,14.41,90,0,1.03,DE,1729542207
317,tete,-16.1564,33.5867,31.05,48,0,5.14,MZ,1729542208
318,rio gallegos,-51.6226,-69.2181,17.03,34,0,19.55,AR,1729542112
319,tikhvin,59.6451,33.5294,8.86,62,100,5.67,RU,1729542210
320,saynshand,44.8824,110.1163,0.33,53,0,3.14,MN,1729542211
321,samarinda,-0.5,117.15,23.77,92,100,1.12,ID,1729542213
322,remire-montjoly,4.9167,-52.2667,31.02,70,40,5.66,GF,1729542214
323,hermosillo,29.0667,-110.9667,34.45,25,0,0.45,MX,1729542215
324,klaksvik,62.2266,-6.589,8.18,75,8,11.08,FO,1729542217
325,dauphin,51.1494,-100.0502,22.08,35,0,4.63,CA,1729542218
326,gamba,-2.65,10.0,25.15,88,76,3.02,GA,1729542219
327,trairi,-3.2778,-39.2689,26.85,70,23,6.07,BR,1729542141
328,aasiaat,68.7098,-52.8699,-6.93,76,100,6.88,GL,1729542221
329,tamandare,-8.7597,-35.1047,25.53,71,69,4.37,BR,1729542222
330,maceio,-9.6658,-35.7353,26.69,69,20,6.17,BR,1729542181
331,sovetskaya gavan',48.9723,140.2878,4.53,71,58,3.04,RU,1729542224
332,anaconda,46.1285,-112.9423,17.95,35,95,8.16,US,1729542225
333,ancud,-41.8697,-73.8203,12.33,78,44,3.58,CL,1729542226
334,margate,51.3813,1.3862,11.04,90,100,3.74,GB,1729542228
335,tual,-5.6667,132.75,27.72,67,40,5.64,ID,1729542229
336,atvidaberg,58.2015,15.9977,12.66,74,100,5.25,SE,1729542231
337,erenhot,43.6475,111.9767,1.32,58,64,3.27,CN,1729542232
